GohirD06G142900	HSE1_HSF	0.8099	-411	-404
GohirD06G142900	Myb_box1_MYB	2.0966	-853	-848

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G147500	Myb_box5_MYB	2.0923	-510	-505
GohirD06G147500	HSE1_HSF	0.8267	-178	-171
GohirD06G147500	Nac_box_NAC	3.6859	-674	-669

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G149100	Myb_box1_MYB	2.5982	-687	-682
GohirD06G149100	Myb_box3_MYB	2.5648	-810	-805
GohirD06G149100	HSE1_HSF	1.3864	-297	-290
GohirD06G149100	Myb_box5_MYB	2.4843	-687	-682
GohirD06G149100	W_box_WRKY	1.9031	-301	-296

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G149700	Myb_box4_MYB	2.7269	-69	-63
GohirD06G149700	W_box_WRKY	2.3554	-689	-684
GohirD06G149700	Myb_box1_MYB	2.2919	-577	-572
GohirD06G149700	G_box_bHLH	3.4324	-79	-74
GohirD06G149700	HSE1_HSF	1.1263	-190	-183
GohirD06G149700	Nac_box_NAC	2.9630	-76	-71
GohirD06G149700	Myb_box5_MYB	2.8497	-242	-237
GohirD06G149700	AuxRE_ARF	2.9520	-378	-373
GohirD06G149700	Myb_box3_MYB	2.2886	-776	-771

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G150550	W_box_WRKY	2.4289	-695	-690
GohirD06G150550	Myb_box2_MYB	3.1000	-858	-853
GohirD06G150550	Myb_box5_MYB	2.3317	-183	-178
GohirD06G150550	Myb_box5_MYB	2.3317	-166	-161
GohirD06G150550	Myb_box1_MYB	2.4369	-166	-161

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G151000	Myb_box5_MYB	1.8374	-417	-412
GohirD06G151000	Myb_box5_MYB	1.8374	-617	-612
GohirD06G151000	Myb_box5_MYB	1.8374	-314	-309
GohirD06G151000	Myb_box3_MYB	1.9884	-657	-652
GohirD06G151000	Myb_box1_MYB	1.2213	-657	-652
GohirD06G151000	Myb_box4_MYB	2.5233	-248	-242
GohirD06G151000	Nac_box_NAC	2.7017	-412	-407
GohirD06G151000	G_box1_bZIP	4.0313	-41	-34
GohirD06G151000	G_box_bHLH	3.2478	-40	-35
GohirD06G151000	Myb_box2_MYB	2.5636	-616	-611
GohirD06G151000	C_ABRE_bZIP	3.7859	-432	-427
GohirD06G151000	W_box_WRKY	2.0366	-291	-286
GohirD06G151000	HSE1_HSF	0.6235	-537	-530

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G156000	Myb_box3_MYB	3.0663	-839	-834
GohirD06G156000	Myb_box1_MYB	2.3683	-839	-834
GohirD06G156000	Myb_box5_MYB	2.2294	-839	-834
GohirD06G156000	Myb_box5_MYB	2.2294	-401	-396
GohirD06G156000	Myb_box5_MYB	2.2294	-403	-398

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G160000	W_box_WRKY	2.6210	-102	-97
GohirD06G160000	Myb_box1_MYB	3.3111	-7	-2
GohirD06G160000	Nac_box_NAC	3.1817	-181	-176
GohirD06G160000	N_box_bHLH	3.9028	-997	-992
GohirD06G160000	Myb_box5_MYB	3.2589	-7	-2

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G161600	Myb_box5_MYB	1.3932	-157	-152
GohirD06G161600	Myb_box5_MYB	1.3932	-606	-601
GohirD06G161600	Myb_box5_MYB	1.3932	-632	-627
GohirD06G161600	Myb_box5_MYB	1.3932	-222	-217
GohirD06G161600	Myb_box5_MYB	1.3932	-630	-625
GohirD06G161600	Myb_box2_MYB	2.9269	-903	-898
GohirD06G161600	W_box_WRKY	1.6155	-92	-87
GohirD06G161600	HSE1_HSF	1.0247	-702	-695

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G165600	Myb_box5_MYB	2.5983	-715	-710
GohirD06G165600	Myb_box5_MYB	2.5983	-859	-854
GohirD06G165600	W_box_WRKY	2.1402	-286	-281
GohirD06G165600	HSE1_HSF	1.5592	-992	-985
GohirD06G165600	Myb_box4_MYB	3.3859	-876	-870

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G171600	Myb_box5_MYB	2.1877	-160	-155
GohirD06G171600	W_box_WRKY	2.3557	-150	-145
GohirD06G171600	HSE1_HSF	0.4495	-593	-586
GohirD06G171600	HSE1_HSF	0.4495	-776	-769
GohirD06G171600	Nac_box_NAC	2.8768	-371	-366
GohirD06G171600	Myb_box4_MYB	2.9368	-349	-343

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G176300	AuxRE_ARF	3.3279	-377	-372
GohirD06G176300	AuxRE_ARF	3.3279	-484	-479
GohirD06G176300	HSE1_HSF	1.4473	-226	-219
GohirD06G176300	G_box2_bZIP	2.7228	-929	-924
GohirD06G176300	G_ABRE_bZIP	3.8186	-495	-488
GohirD06G176300	Myb_box5_MYB	2.7266	-70	-65

No TFBS found
Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G185600	Myb_box5_MYB	2.1598	-607	-602
GohirD06G185600	Myb_box5_MYB	2.1598	-555	-550
GohirD06G185600	HSE1_HSF	0.4805	-152	-145
GohirD06G185600	Myb_box2_MYB	2.9516	-518	-513
GohirD06G185600	Myb_box2_MYB	2.9516	-556	-551
GohirD06G185600	G_box_bHLH	3.3480	-465	-460

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G185700	Myb_box1_MYB	1.7933	-364	-359
GohirD06G185700	Myb_box1_MYB	1.7933	-259	-254
GohirD06G185700	W_box_WRKY	1.8931	-156	-151
GohirD06G185700	HSE1_HSF	0.4483	-388	-381
GohirD06G185700	HSE1_HSF	0.4483	-645	-638
GohirD06G185700	Myb_box2_MYB	2.4777	-231	-226
GohirD06G185700	HBE_HB	1.8066	-584	-576
GohirD06G185700	Myb_box3_MYB	1.8067	-799	-794
GohirD06G185700	Myb_box5_MYB	1.6844	-261	-256
GohirD06G185700	Myb_box5_MYB	1.6844	-280	-275
GohirD06G185700	Myb_box5_MYB	1.6844	-364	-359
GohirD06G185700	Myb_box5_MYB	1.6844	-259	-254
GohirD06G185700	Myb_box5_MYB	1.6844	-925	-920

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G185766	W_box_WRKY	1.5617	-455	-450
GohirD06G185766	G_box2_bZIP	2.2710	-875	-870
GohirD06G185766	DREB_AP2_EREBP	2.8561	-715	-710
GohirD06G185766	Myb_box5_MYB	2.9633	-726	-721
GohirD06G185766	Nac_box_NAC	2.8414	-315	-310
GohirD06G185766	AuxRE_ARF	2.8929	-119	-114
GohirD06G185766	G_box_bHLH	3.4312	-312	-307
GohirD06G185766	HSE1_HSF	0.9370	-328	-321

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G188300	Myb_box5_MYB	1.6847	-22	-17
GohirD06G188300	Myb_box5_MYB	1.6847	-60	-55
GohirD06G188300	Myb_box5_MYB	1.6847	-185	-180
GohirD06G188300	Myb_box5_MYB	1.6847	-394	-389
GohirD06G188300	W_box_WRKY	1.8320	-222	-217
GohirD06G188300	HSE1_HSF	0.5543	-930	-923

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G190400	HSE1_HSF	1.4546	-627	-620
GohirD06G190400	Nac_box_NAC	3.4188	-45	-40
GohirD06G190400	Myb_box1_MYB	2.7260	-876	-871
GohirD06G190400	Myb_box5_MYB	2.5886	-876	-871
GohirD06G190400	Myb_box4_MYB	3.4385	-193	-187

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G193200	W_box_WRKY	1.8276	-84	-79
GohirD06G193200	W_box_WRKY	1.8276	-241	-236
GohirD06G193200	Myb_box5_MYB	2.5052	-126	-121
GohirD06G193200	Myb_box5_MYB	2.5052	-641	-636
GohirD06G193200	Myb_box5_MYB	2.5052	-575	-570
GohirD06G193200	Myb_box5_MYB	2.5052	-643	-638
GohirD06G193200	Myb_box5_MYB	2.5052	-573	-568
GohirD06G193200	AuxRE_ARF	3.3844	-795	-790
GohirD06G193200	HSE1_HSF	1.0920	-749	-742
GohirD06G193200	Myb_box1_MYB	2.5704	-641	-636
GohirD06G193200	G_box2_bZIP	3.4615	-529	-524

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G193600	HSE1_HSF	1.1617	-628	-621
GohirD06G193600	DREB_AP2_EREBP	3.0771	-930	-925
GohirD06G193600	DREB_AP2_EREBP	3.0771	-821	-816
GohirD06G193600	Myb_box5_MYB	2.3409	-760	-755

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G194400	N_box_bHLH	2.9292	-448	-443
GohirD06G194400	DREB_AP2_EREBP	2.9189	-427	-422
GohirD06G194400	Myb_box5_MYB	1.7898	-125	-120
GohirD06G194400	Myb_box2_MYB	2.5578	-711	-706
GohirD06G194400	Myb_box1_MYB	1.8751	-125	-120

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G199100	N_box_bHLH	3.3440	-795	-790
GohirD06G199100	G_box_bHLH	3.3505	-785	-780
GohirD06G199100	W_box_WRKY	1.4767	-969	-964
GohirD06G199100	Myb_box5_MYB	2.7434	-316	-311
GohirD06G199100	Myb_box1_MYB	2.8409	-316	-311
GohirD06G199100	Myb_box4_MYB	2.6911	-483	-477
GohirD06G199100	Nac_box_NAC	2.8062	-782	-777
GohirD06G199100	Nac_box_NAC	2.8062	-373	-368

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G200300	Myb_box5_MYB	3.6052	-313	-308
GohirD06G200300	HSE1_HSF	1.5027	-998	-991
GohirD06G200300	G_box2_bZIP	2.7770	-982	-977

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD06G200900	HSE1_HSF	1.0388	-289	-282
GohirD06G200900	AuxRE_ARF	2.8984	-693	-688
GohirD06G200900	W_box_WRKY	2.3202	-141	-136
GohirD06G200900	Myb_box5_MYB	1.4037	-65	-60

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G001033	AuxRE_ARF	3.3922	-914	-909
GohirD07G001033	W_box_WRKY	1.9245	-790	-785
GohirD07G001033	W_box_WRKY	1.9245	-906	-901
GohirD07G001033	Myb_box5_MYB	3.5086	-662	-657
GohirD07G001033	Myb_box3_MYB	2.6332	-744	-739
GohirD07G001033	Myb_box4_MYB	3.5198	-546	-540
GohirD07G001033	Myb_box1_MYB	1.8700	-744	-739

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G011125	W_box_WRKY	2.6684	-741	-736
GohirD07G011125	HSE1_HSF	0.4630	-732	-725
GohirD07G011125	Myb_box5_MYB	2.4731	-147	-142
GohirD07G011125	G_box2_bZIP	3.3674	-414	-409

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G013400	HSE1_HSF	1.1890	-404	-397
GohirD07G013400	HSE1_HSF	1.1890	-277	-270
GohirD07G013400	Myb_box5_MYB	2.1685	-238	-233
GohirD07G013400	Myb_box5_MYB	2.1685	-171	-166
GohirD07G013400	DREB_AP2_EREBP	2.7977	-213	-208

No TFBS found
Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G022500	Myb_box3_MYB	2.1954	-725	-720
GohirD07G022500	AuxRE_ARF	2.8186	-100	-95
GohirD07G022500	AuxRE_ARF	2.8186	-103	-98
GohirD07G022500	Myb_box1_MYB	2.2126	-918	-913
GohirD07G022500	Myb_box2_MYB	2.9439	-701	-696
GohirD07G022500	Myb_box5_MYB	2.9501	-702	-697
GohirD07G022500	HSE1_HSF	0.7854	-802	-795
GohirD07G022500	HSE1_HSF	0.7854	-646	-639

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G049001	Myb_box5_MYB	2.9218	-18	-13
GohirD07G049001	AuxRE_ARF	2.9362	-216	-211
GohirD07G049001	N_box_bHLH	3.5358	-15	-10
GohirD07G049001	Nac_box_NAC	2.8798	-527	-522
GohirD07G049001	Myb_box1_MYB	3.0028	-18	-13
GohirD07G049001	W_box_WRKY	1.5021	-855	-850

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G052500	W_box_WRKY	2.0589	-948	-943
GohirD07G052500	HSE1_HSF	1.5592	-185	-178
GohirD07G052500	G_box_bHLH	4.1956	-317	-312
GohirD07G052500	AuxRE_ARF	3.4094	-622	-617
GohirD07G052500	Myb_box1_MYB	2.8801	-150	-145
GohirD07G052500	Myb_box5_MYB	2.8140	-150	-145

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G059900	AuxRE_ARF	2.8029	-294	-289
GohirD07G059900	Myb_box2_MYB	2.8020	-615	-610
GohirD07G059900	W_box_WRKY	1.4789	-341	-336
GohirD07G059900	Myb_box5_MYB	2.0291	-418	-413
GohirD07G059900	Myb_box5_MYB	2.0291	-76	-71
GohirD07G059900	Myb_box3_MYB	2.1608	-989	-984
GohirD07G059900	Myb_box1_MYB	1.3750	-989	-984

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G078100	G_box_bHLH	3.5315	-83	-78
GohirD07G078100	W_box_WRKY	2.3804	-903	-898
GohirD07G078100	Myb_box4_MYB	2.8017	-139	-133
GohirD07G078100	G_ABRE_bZIP	3.8025	-83	-76
GohirD07G078100	G_box1_bZIP	4.1622	-84	-77
GohirD07G078100	Myb_box5_MYB	1.4282	-45	-40
GohirD07G078100	Myb_box5_MYB	1.4282	-948	-943
GohirD07G078100	Myb_box5_MYB	1.4282	-892	-887
GohirD07G078100	Myb_box5_MYB	1.4282	-8	-3
GohirD07G078100	Myb_box5_MYB	1.4282	-242	-237
GohirD07G078100	N_box_bHLH	2.8936	-504	-499
GohirD07G078100	N_box_bHLH	2.8936	-76	-71

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G086500	Myb_box1_MYB	1.8109	-294	-289
GohirD07G086500	Myb_box1_MYB	1.8109	-884	-879
GohirD07G086500	HSE1_HSF	0.5915	-289	-282
GohirD07G086500	Myb_box4_MYB	3.1128	-406	-400
GohirD07G086500	Myb_box5_MYB	1.6383	-884	-879
GohirD07G086500	Myb_box5_MYB	1.6383	-742	-737
GohirD07G086500	Myb_box5_MYB	1.6383	-920	-915
GohirD07G086500	Myb_box5_MYB	1.6383	-736	-731
GohirD07G086500	Myb_box5_MYB	1.6383	-404	-399
GohirD07G086500	Myb_box5_MYB	1.6383	-153	-148
GohirD07G086500	Myb_box5_MYB	1.6383	-931	-926
GohirD07G086500	Myb_box5_MYB	1.6383	-294	-289
GohirD07G086500	Myb_box3_MYB	2.5028	-294	-289
GohirD07G086500	Myb_box3_MYB	2.5028	-884	-879

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G089200	Myb_box3_MYB	2.3598	-67	-62
GohirD07G089200	Myb_box3_MYB	2.3598	-462	-457
GohirD07G089200	Myb_box5_MYB	3.0411	-61	-56
GohirD07G089200	Myb_box5_MYB	3.0411	-59	-54
GohirD07G089200	Myb_box2_MYB	2.9982	-140	-135
GohirD07G089200	Myb_box2_MYB	2.9982	-60	-55
GohirD07G089200	HSE1_HSF	1.1219	-447	-440
GohirD07G089200	Nac_box_NAC	2.9886	-80	-75
GohirD07G089200	AuxRE_ARF	2.9333	-541	-536
GohirD07G089200	Myb_box1_MYB	2.3790	-440	-435
GohirD07G089200	Myb_box1_MYB	2.3790	-47	-42

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G089500	HSE1_HSF	1.3606	-744	-737
GohirD07G089500	Myb_box2_MYB	3.2079	-953	-948
GohirD07G089500	Myb_box5_MYB	2.4557	-347	-342
GohirD07G089500	W_box_WRKY	1.8626	-585	-580

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G093400	DREB_AP2_EREBP	3.5176	-724	-719
GohirD07G093400	W_box_WRKY	2.2654	-703	-698
GohirD07G093400	Myb_box5_MYB	2.8752	-710	-705
GohirD07G093400	G_box_bHLH	3.3584	-194	-189
GohirD07G093400	G_ABRE_bZIP	3.8502	-194	-187
GohirD07G093400	HSE1_HSF	0.5628	-764	-757

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G105750	Myb_box4_MYB	2.8146	-163	-157
GohirD07G105750	Myb_box3_MYB	2.2005	-78	-73
GohirD07G105750	Myb_box1_MYB	2.2032	-256	-251
GohirD07G105750	Myb_box1_MYB	2.2032	-510	-505
GohirD07G105750	Myb_box5_MYB	2.0984	-510	-505
GohirD07G105750	Myb_box5_MYB	2.0984	-256	-251
GohirD07G105750	Myb_box5_MYB	2.0984	-244	-239
GohirD07G105750	DREB_AP2_EREBP	2.7294	-694	-689

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G110700	Myb_box5_MYB	1.8884	-192	-187
GohirD07G110700	G_box_bHLH	4.1442	-643	-638
GohirD07G110700	W_box_WRKY	2.8534	-877	-872
GohirD07G110700	HSE1_HSF	0.6111	-10	-3

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G110900	Myb_box5_MYB	3.0629	-635	-630
GohirD07G110900	Myb_box5_MYB	3.0629	-808	-803
GohirD07G110900	DREB_AP2_EREBP	3.9789	-243	-238
GohirD07G110900	Myb_box2_MYB	3.9462	-33	-28
GohirD07G110900	Nac_box_NAC	3.9842	-544	-539

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G115500	Myb_box3_MYB	2.3688	-183	-178
GohirD07G115500	Myb_box3_MYB	2.3688	-635	-630
GohirD07G115500	Myb_box5_MYB	2.2677	-415	-410
GohirD07G115500	Myb_box5_MYB	2.2677	-341	-336
GohirD07G115500	Myb_box5_MYB	2.2677	-284	-279
GohirD07G115500	Myb_box5_MYB	2.2677	-99	-94
GohirD07G115500	Myb_box5_MYB	2.2677	-254	-249
GohirD07G115500	Myb_box4_MYB	3.0060	-251	-245
GohirD07G115500	W_box_WRKY	1.6985	-517	-512
GohirD07G115500	Myb_box1_MYB	2.3878	-341	-336
GohirD07G115500	G_box_bHLH	3.6542	-876	-871
GohirD07G115500	HSE1_HSF	1.8824	-270	-263

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G128201	Myb_box1_MYB	2.1042	-13	-8
GohirD07G128201	Myb_box3_MYB	2.0774	-28	-23
GohirD07G128201	HSE1_HSF	0.6982	-296	-289
GohirD07G128201	HSE1_HSF	0.6982	-204	-197
GohirD07G128201	Myb_box5_MYB	2.0136	-976	-971
GohirD07G128201	Myb_box5_MYB	2.0136	-13	-8
GohirD07G128201	GCC_box_AP2_EREBP	4.3371	-587	-582
GohirD07G128201	GCC_box_AP2_EREBP	4.3371	-586	-581
GohirD07G128201	W_box_WRKY	1.3377	-408	-403

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G139100	AuxRE_ARF	2.6878	-368	-363
GohirD07G139100	HSE1_HSF	0.8783	-379	-372
GohirD07G139100	HSE1_HSF	0.8783	-256	-249
GohirD07G139100	Nac_box_NAC	2.8090	-738	-733
GohirD07G139100	Myb_box1_MYB	2.8503	-416	-411
GohirD07G139100	Myb_box1_MYB	2.8503	-766	-761
GohirD07G139100	Myb_box1_MYB	2.8503	-540	-535
GohirD07G139100	W_box_WRKY	1.4557	-449	-444
GohirD07G139100	W_box_WRKY	1.4557	-205	-200
GohirD07G139100	Myb_box5_MYB	2.7341	-540	-535
GohirD07G139100	Myb_box5_MYB	2.7341	-416	-411
GohirD07G139100	Myb_box5_MYB	2.7341	-766	-761

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G144600	Myb_box4_MYB	3.6880	-912	-906
GohirD07G144600	G_box2_bZIP	2.8589	-569	-564
GohirD07G144600	HSE1_HSF	0.6501	-964	-957
GohirD07G144600	HSE1_HSF	0.6501	-924	-917
GohirD07G144600	Myb_box1_MYB	2.8800	-869	-864
GohirD07G144600	Myb_box1_MYB	2.8800	-660	-655
GohirD07G144600	Myb_box5_MYB	2.8111	-869	-864
GohirD07G144600	Myb_box5_MYB	2.8111	-660	-655
GohirD07G144600	Myb_box2_MYB	3.7219	-899	-894

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G154300	HSE1_HSF	0.5010	-261	-254
GohirD07G154300	DREB_AP2_EREBP	3.0648	-546	-541
GohirD07G154300	HBE_HB	1.8994	-712	-704
GohirD07G154300	Myb_box5_MYB	2.3325	-92	-87
GohirD07G154300	Myb_box5_MYB	2.3325	-124	-119
GohirD07G154300	Myb_box5_MYB	2.3325	-969	-964

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G157400	N_box_bHLH	2.4658	-13	-8
GohirD07G157400	G_box2_bZIP	2.6122	-600	-595
GohirD07G157400	HSE1_HSF	-0.2621	-861	-854
GohirD07G157400	Myb_box1_MYB	2.6328	-647	-642
GohirD07G157400	W_box_WRKY	1.9749	-403	-398
GohirD07G157400	Myb_box2_MYB	2.4977	-377	-372
GohirD07G157400	Myb_box5_MYB	2.5635	-378	-373
GohirD07G157400	Myb_box5_MYB	2.5635	-649	-644
GohirD07G157400	Myb_box5_MYB	2.5635	-431	-426
GohirD07G157400	Myb_box5_MYB	2.5635	-647	-642

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G161466	Myb_box5_MYB	2.8913	-621	-616
GohirD07G161466	Myb_box5_MYB	2.8913	-123	-118
GohirD07G161466	W_box_WRKY	3.0600	-658	-653
GohirD07G161466	HSE1_HSF	1.7417	-431	-424

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G170800	Myb_box1_MYB	1.3529	-508	-503
GohirD07G170800	G_box_bHLH	3.0975	-740	-735
GohirD07G170800	Myb_box2_MYB	2.6793	-838	-833
GohirD07G170800	Myb_box5_MYB	1.9564	-373	-368
GohirD07G170800	Myb_box5_MYB	1.9564	-404	-399
GohirD07G170800	W_box_WRKY	2.0092	-52	-47
GohirD07G170800	C_ABRE_bZIP	3.5480	-633	-628
GohirD07G170800	Myb_box4_MYB	2.6335	-628	-622
GohirD07G170800	Nac_box_NAC	2.5889	-639	-634
GohirD07G170800	G_ABRE_bZIP	3.3824	-740	-733
GohirD07G170800	Myb_box3_MYB	2.0147	-508	-503

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G178800	Myb_box2_MYB	2.6517	-74	-69
GohirD07G178800	AuxRE_ARF	2.4900	-472	-467
GohirD07G178800	W_box_WRKY	1.9979	-327	-322
GohirD07G178800	HSE1_HSF	-0.0737	-519	-512
GohirD07G178800	Myb_box1_MYB	2.6788	-646	-641
GohirD07G178800	Myb_box5_MYB	2.6412	-646	-641

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G180900	AuxRE_ARF	2.6608	-30	-25
GohirD07G180900	Myb_box5_MYB	2.7645	-889	-884
GohirD07G180900	Myb_box5_MYB	2.7645	-42	-37
GohirD07G180900	Myb_box4_MYB	2.5990	-531	-525
GohirD07G180900	Myb_box4_MYB	2.5990	-24	-18
GohirD07G180900	Myb_box4_MYB	2.5990	-731	-725
GohirD07G180900	HSE1_HSF	-0.1042	-105	-98
GohirD07G180900	G_ABRE_bZIP	3.7362	-139	-132
GohirD07G180900	G_box2_bZIP	2.8198	-937	-932
GohirD07G180900	G_box1_bZIP	4.1115	-140	-133
GohirD07G180900	Myb_box1_MYB	2.8299	-42	-37
GohirD07G180900	G_box_bHLH	3.3237	-139	-134

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G191700	Myb_box2_MYB	3.2234	-445	-440
GohirD07G191700	G_box_bHLH	3.8245	-918	-913
GohirD07G191700	AuxRE_ARF	3.1019	-402	-397
GohirD07G191700	Myb_box5_MYB	2.4181	-444	-439
GohirD07G191700	HSE1_HSF	1.2545	-716	-709
GohirD07G191700	W_box_WRKY	2.5221	-482	-477

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G202700	DREB_AP2_EREBP	3.5453	-968	-963
GohirD07G202700	Myb_box5_MYB	2.1887	-1000	-995
GohirD07G202700	Myb_box5_MYB	2.1887	-917	-912
GohirD07G202700	Myb_box1_MYB	2.3047	-1000	-995

No TFBS found
Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G204000	Myb_box1_MYB	2.4455	-513	-508
GohirD07G204000	DREB_AP2_EREBP	3.0596	-921	-916
GohirD07G204000	Myb_box5_MYB	3.1403	-923	-918
GohirD07G204000	Myb_box5_MYB	3.1403	-246	-241
GohirD07G204000	Myb_box2_MYB	3.2481	-245	-240
GohirD07G204000	Myb_box2_MYB	3.2481	-924	-919
GohirD07G204000	Myb_box3_MYB	2.3981	-456	-451
GohirD07G204000	AuxRE_ARF	3.0357	-228	-223
GohirD07G204000	HSE1_HSF	1.2422	-166	-159
GohirD07G204000	W_box_WRKY	2.4142	-241	-236

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G206166	HSE1_HSF	1.3682	-951	-944
GohirD07G206166	HSE1_HSF	1.3682	-226	-219
GohirD07G206166	HSE1_HSF	1.3682	-520	-513
GohirD07G206166	G_box2_bZIP	1.9698	-352	-347
GohirD07G206166	Myb_box1_MYB	2.7452	-373	-368
GohirD07G206166	Myb_box3_MYB	1.9817	-243	-238
GohirD07G206166	Myb_box3_MYB	1.9817	-756	-751
GohirD07G206166	Myb_box5_MYB	2.8434	-373	-368

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G209400	HSE1_HSF	1.1004	-486	-479
GohirD07G209400	N_box_bHLH	2.9104	-396	-391
GohirD07G209400	N_box_bHLH	2.9104	-505	-500
GohirD07G209400	N_box_bHLH	2.9104	-613	-608
GohirD07G209400	W_box_WRKY	1.7036	-974	-969
GohirD07G209400	Myb_box5_MYB	2.2232	-850	-845

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G209633	Myb_box1_MYB	3.4988	-977	-972
GohirD07G209633	Myb_box5_MYB	3.4349	-977	-972
GohirD07G209633	Myb_box3_MYB	2.7237	-251	-246
GohirD07G209633	N_box_bHLH	4.0366	-135	-130
GohirD07G209633	G_box2_bZIP	2.7709	-919	-914

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G211600	HSE1_HSF	0.5062	-944	-937
GohirD07G211600	HSE1_HSF	0.5062	-494	-487
GohirD07G211600	Myb_box5_MYB	2.5567	-610	-605
GohirD07G211600	Myb_box5_MYB	2.5567	-54	-49
GohirD07G211600	Myb_box5_MYB	2.5567	-400	-395
GohirD07G211600	Myb_box1_MYB	2.6432	-54	-49
GohirD07G211600	Myb_box1_MYB	2.6432	-610	-605
GohirD07G211600	Myb_box1_MYB	2.6432	-400	-395
GohirD07G211600	G_box_bHLH	4.0003	-220	-215

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G211900	Myb_box1_MYB	2.4998	-813	-808
GohirD07G211900	Myb_box5_MYB	2.5181	-813	-808
GohirD07G211900	W_box_WRKY	2.5040	-176	-171
GohirD07G211900	W_box_WRKY	2.5040	-212	-207

No TFBS found
Gene	 TF_Name	 Z-Score	 Start	 End
GohirD07G233200	Nac_box_NAC	3.1736	-372	-367
GohirD07G233200	Nac_box_NAC	3.1736	-369	-364
GohirD07G233200	W_box_WRKY	2.4475	-855	-850
GohirD07G233200	AuxRE_ARF	3.0220	-17	-12
GohirD07G233200	Myb_box5_MYB	2.3073	-90	-85
GohirD07G233200	Myb_box5_MYB	2.3073	-161	-156
GohirD07G233200	Myb_box5_MYB	2.3073	-88	-83
GohirD07G233200	Myb_box5_MYB	2.3073	-345	-340
GohirD07G233200	Myb_box5_MYB	2.3073	-163	-158
GohirD07G233200	Myb_box5_MYB	2.3073	-165	-160
GohirD07G233200	Myb_box2_MYB	2.9406	-85	-80
GohirD07G233200	Myb_box2_MYB	2.9406	-89	-84
GohirD07G233200	Myb_box2_MYB	2.9406	-166	-161
GohirD07G233200	HSE1_HSF	0.6386	-195	-188
GohirD07G233200	C_ABRE_bZIP	4.1897	-96	-91

Gene	 TF_Name	 Z-Score	 Start	 End
